"Total","Facebook Campaign Name","Campaign Id","Campaign Owner","Date","Viewable Impressions","Facebook Clicks","Strategis Impressions","S1 Searches","Conversions","S1 Clicks","Conversion Rate","Frequency","Revenue","Spent","Margin"
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia","2025-10-04",808,13,11,7,2,3,0.23076923076923078,1.2825396825396826,1.5527200392,8.78,-7.227279960799999
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia","2025-10-05",772,19,0,13,2,2,0.10526315789473684,1.2006220839813375,4.8950157166,11.6,-6.7049842834
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia","2025-10-06",904,20,0,13,7,8,0.4,1.2265943012211669,72.3593855548,13.1,59.2593855548
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia","2025-10-07",1258,33,2,9,4,4,0.12121212121212122,1.2876151484135108,8.467587671,17.04,-8.572412328999999
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia","2025-10-08",1443,28,14,27,9,9,0.32142857142857145,1.3262867647058822,20.928823919,21.87,-0.9411760810000018
"Total","sikj1gd06xv_0918_RoofRepairGrants_FB_FoundDelights_RSOC_AU","sikj1gd06xv","Anastasia","2025-10-09",1263,23,0,15,7,7,0.30434782608695654,1.2074569789674952,65.898491155,24.24,41.65849115500001
"Total","sikjj106e8_PrimaryCareDoctors_Facebook_RSOC_TJ","sikjj106e8","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","sikjj106e8_PrimaryCareDoctors_Facebook_RSOC_TJ","sikjj106e8","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sikjj106e8_PrimaryCareDoctors_Facebook_RSOC_TJ","sikjj106e8","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sikjj106e8_PrimaryCareDoctors_Facebook_RSOC_TJ","sikjj106e8","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sikjj106e8_PrimaryCareDoctors_Facebook_RSOC_TJ","sikjj106e8","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sikjj106e8_PrimaryCareDoctors_Facebook_RSOC_TJ","sikjj106e8","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sikjj106e8_PrimaryCareDoctors_Facebook_RSOC_TJ","sikjj106e8","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben",,292426,18134,17029,7014,2412,2950,0.16267784272637034,1.3269291853088785,7188.774706742129,4488.96,2699.8147067421287
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben","2025-10-01",39248,2537,2043,980,324,411,0.16200236499802917,1.283495209130449,1184.9160822854499,603.61,581.3060822854499
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben","2025-10-02",31234,2585,2827,795,291,342,0.1323017408123791,1.3761290038331058,838.7508234705398,502.5,336.2508234705398
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben","2025-10-03",30756,2166,2123,793,273,324,0.14958448753462603,1.2889112396278601,899.2596737146998,494.48,404.7796737146998
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben","2025-10-04",28424,1754,1556,708,225,262,0.14937286202964653,1.31040523719515,677.6282017499999,416.51,261.1182017499999
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben","2025-10-05",28294,1745,1670,676,222,267,0.1530085959885387,1.3661339384867945,843.0364653648999,413.53,429.5064653648999
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben","2025-10-06",30848,1689,1525,741,280,341,0.20189461219656601,1.386426966292135,803.8387574998003,478.59,325.2487574998003
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben","2025-10-07",37474,1950,1663,802,268,339,0.17384615384615384,1.2980705947556201,687.1546483799997,537.03,150.1246483799997
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben","2025-10-08",34859,1935,1821,800,296,362,0.18708010335917313,1.3542735042735043,726.1899454850002,525.02,201.1699454850002
"Total","siklr806b6_0926_DiabetesStudy_Canada_FB_KW_BH","siklr806b6","ben","2025-10-09",31289,1773,1801,719,233,302,0.17033276931754088,1.3048500771508402,528.0001087917399,517.69,10.310108791739822
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan",,2273,161,27,0,24,0,0,1,0,46.74,-46.74
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","siku45w06ik_1009_DentalImplantTrialsCA_SP_DM","siku45w06ik","Dan","2025-10-09",2273,161,27,0,24,0,0,1,0,46.74,-46.74
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj",,8777,1048,26,667,288,376,0.35877862595419846,1.1110126582278481,325.9414055863,289.33000000000004,36.61140558629995
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj","2025-10-01",563,68,5,56,22,31,0.45588235294117646,1.0826923076923076,18.334784514200003,17.71,0.6247845142000017
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj","2025-10-02",622,53,4,33,11,17,0.32075471698113206,1.1288566243194191,16.213779798,17.77,-1.5562202019999987
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj","2025-10-03",660,79,1,55,21,27,0.34177215189873417,1.059390048154093,25.330968,19.43,5.900967999999999
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj","2025-10-04",579,75,3,37,22,29,0.38666666666666666,1.0742115027829313,19.9551629573,17.13,2.8251629573000017
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj","2025-10-05",876,114,2,72,37,43,0.37719298245614036,1.0774907749077491,53.71581484539999,25.66,28.05581484539999
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj","2025-10-06",1391,169,3,110,48,62,0.3668639053254438,1.1199677938808374,52.37330579279999,45.98,6.393305792799993
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj","2025-10-07",1274,186,3,113,47,63,0.3387096774193548,1.14568345323741,54.25640483550001,48.4,5.856404835500008
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj","2025-10-08",1428,157,4,92,35,48,0.3057324840764331,1.127962085308057,40.7763254457,48.31,-7.533674554299999
"Total","sil3j106m3_MedicareMobilityScooters_0901_Facebook_KnowledgeWarehouse_TJ","sil3j106m3","tj","2025-10-09",1384,147,1,99,45,56,0.38095238095238093,1.1215559157212318,44.9848593974,48.94,-3.9551406025999967
"Total","sil611o06qd_0807_MississippiRiverCruise_FB_TL_TJ","sil611o06qd","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","sil611o06qd_0807_MississippiRiverCruise_FB_TL_TJ","sil611o06qd","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sil611o06qd_0807_MississippiRiverCruise_FB_TL_TJ","sil611o06qd","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sil611o06qd_0807_MississippiRiverCruise_FB_TL_TJ","sil611o06qd","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sil611o06qd_0807_MississippiRiverCruise_FB_TL_TJ","sil611o06qd","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sil611o06qd_0807_MississippiRiverCruise_FB_TL_TJ","sil611o06qd","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sil611o06qd_0807_MississippiRiverCruise_FB_TL_TJ","sil611o06qd","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike",,0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sil710006uw_PrimaryCareDoctors_Facebook_RSOC_Mike","sil710006uw","mike","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","silk1zh06pi_0919_ClinicalTrials (General)_FB_SP_BH","silk1zh06pi","ben","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj",,1342,194,212,167,57,68,0.35051546391752575,1.1009023789991796,26.345298798700007,27.660000000000004,-1.3147012012999966
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj","2025-10-07",97,8,27,2,1,1,0.125,1.0319148936170213,0.586365,2.75,-2.163635
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj","2025-10-08",695,113,115,107,34,43,0.3805309734513274,1.112,17.861580000000004,15.1,2.761580000000004
"Total","sill1yc06am_1007_Amyloidosis_KnowledgeWarehouse_TJ","sill1yc06am","tj","2025-10-09",550,73,70,58,22,24,0.3287671232876712,1.1,7.897353798700001,9.81,-1.9126462012999994
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj",,20950,3214,1551,2587,878,1117,0.34754200373366523,1.0612430981206626,425.9971257545001,383.88,42.11712575450008
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj","2025-10-01",3221,489,195,391,146,176,0.35991820040899797,1.0366913421306727,46.35060552920002,61.92,-15.569394470799985
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj","2025-10-02",2121,331,162,301,122,145,0.4380664652567976,1.086021505376344,38.08540908320002,38.55,-0.46459091679997755
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj","2025-10-03",2247,376,183,327,118,151,0.4015957446808511,1.0373961218836565,50.38300668,39.74,10.64300668
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj","2025-10-04",2086,367,180,330,89,120,0.32697547683923706,1.0519415027735755,47.655355581399995,37.41,10.245355581399998
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj","2025-10-05",2642,408,210,308,99,123,0.3014705882352941,1.0459224069675377,69.1651642681,45.06,24.105164268099998
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj","2025-10-06",2482,385,188,286,94,116,0.3012987012987013,1.0629550321199144,47.20433444430002,45.73,1.4743344443000197
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj","2025-10-07",1997,278,149,223,80,106,0.381294964028777,1.1014892443463873,45.43838425609999,37.07,8.368384256099986
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj","2025-10-08",2097,284,145,236,63,91,0.3204225352112676,1.1002098635886675,37.4875614187,38.91,-1.4224385812999998
"Total","sill6l062x_0910_DisabilityPay_KnowledgeWarehouse_TJ","sill6l062x","tj","2025-10-09",2057,296,139,185,67,89,0.30067567567567566,1.0537909836065573,44.2273044935,39.49,4.737304493499998
"Total","silx3ox06zo_0915_PlumbingTraining_FB_Knowl_BH","silx3ox06zo","ben",,0,0,0,0,0,0,0,0,0,0,0
"Total","silx3ox06zo_0915_PlumbingTraining_FB_Knowl_BH","silx3ox06zo","ben","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","silx3ox06zo_0915_PlumbingTraining_FB_Knowl_BH","silx3ox06zo","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","silx3ox06zo_0915_PlumbingTraining_FB_Knowl_BH","silx3ox06zo","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","silx3ox06zo_0915_PlumbingTraining_FB_Knowl_BH","silx3ox06zo","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj",,2448,422,33,274,112,147,0.34834123222748814,1.1988246816846229,88.6163257976,87.52,1.0963257976000023
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj","2025-10-01",272,35,0,33,11,16,0.45714285714285713,1.152542372881356,10.906388999999999,9.92,0.9863889999999991
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj","2025-10-02",287,68,6,46,16,23,0.3382352941176471,1.2755555555555556,10.3681717976,8.34,2.0281717976000007
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj","2025-10-03",337,38,9,16,8,9,0.23684210526315788,1.702020202020202,5.845608,7.33,-1.4843919999999997
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj","2025-10-04",249,34,1,22,14,16,0.47058823529411764,1.1017699115044248,10.996599,9.63,1.366598999999999
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj","2025-10-05",333,55,5,35,14,18,0.32727272727272727,1.099009900990099,11.790447,14.15,-2.359553
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj","2025-10-06",268,67,4,38,13,16,0.23880597014925373,1.098360655737705,10.572612000000003,9.62,0.9526120000000038
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj","2025-10-07",217,52,6,28,11,14,0.2692307692307692,1.1421052631578947,8.651138999999999,9.18,-0.5288610000000009
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj","2025-10-08",240,40,1,29,11,17,0.425,1.1428571428571428,7.361136,9.37,-2.008863999999999
"Total","sily1xc06o8_CaribbeanCruise_0919_Facebook_KnowledgeWarehouse_TJ","sily1xc06o8","tj","2025-10-09",245,33,1,27,14,18,0.5454545454545454,1.1666666666666667,12.124224000000002,9.98,2.1442240000000012
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike",,0,0,0,0,0,0,0,0,0,0,0
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sim110t06td_MedicareMealDelivery_1010_Facebook_KnowledgeWarehouse_MIKE","sim110t06td","mike","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","simg1g6069j_SUV_0918_TJ",,,,9247,1186,406,515,257,354,0.2984822934232715,1.2285106948319384,348.5722381941599,360.80999999999995,-12.237761805840023
"Total","simg1g6069j_SUV_0918_TJ","si4w2a06c6","tj",,0,0,4,0,0,0,0,0,0,0,0
"Total","simg1g6069j_SUV_0918_TJ","si4w2a06c6","tj","2025-10-01",0,0,3,0,0,0,0,0,0,0,0
"Total","simg1g6069j_SUV_0918_TJ","si4w2a06c6","tj","2025-10-05",0,0,1,0,0,0,0,0,0,0,0
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj",,9247,1186,402,515,257,354,0.2984822934232715,1.2285106948319384,348.5722381941599,360.80999999999995,-12.237761805840023
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj","2025-10-01",1671,194,66,85,52,66,0.3402061855670103,1.18342776203966,70.01772967639998,68.84,1.1777296763999772
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj","2025-10-02",1677,187,87,92,47,59,0.3155080213903743,1.2782012195121952,59.56577039279998,64.23,-4.664229607200021
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj","2025-10-03",1526,171,79,55,32,38,0.2222222222222222,1.22570281124498,36.29761727999998,55.97,-19.672382720000016
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj","2025-10-04",883,126,51,56,30,37,0.29365079365079366,1.167989417989418,48.594833290699995,35.34,13.254833290699992
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj","2025-10-05",1173,169,80,44,24,30,0.17751479289940827,1.26264800861141,29.934068423,42.39,-12.455931577000001
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj","2025-10-06",810,116,37,55,22,27,0.23275862068965517,1.187683284457478,29.200602684600003,33.68,-4.479397315399996
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj","2025-10-07",471,72,0,37,17,29,0.4027777777777778,1.1775,24.270600835499994,18.86,5.410600835499995
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj","2025-10-08",499,68,2,45,16,30,0.4411764705882353,1.3028720626631853,22.17797051246,20.47,1.707970512460001
"Total","simg1g6069j_SUV_0918_TJ","simg1g6069j","tj","2025-10-09",537,83,0,46,17,38,0.4578313253012048,1.3161764705882353,28.513045098699994,21.03,7.483045098699993
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben",,246717,21391,785,10716,4299,5319,0.24865597681267823,1.0471636849812185,7325.399858430703,5274.15,2051.249858430703
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben","2025-10-01",16982,1485,30,924,379,482,0.3245791245791246,1.021965457062045,569.9729035298001,428.74,141.23290352980007
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben","2025-10-02",17453,1461,88,905,313,422,0.2888432580424367,1.0440270383442005,498.4821279999998,381.4,117.08212799999984
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben","2025-10-03",22797,1821,128,767,285,344,0.18890719384953322,1.0646336337738758,464.6136413795003,383.27,81.3436413795003
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben","2025-10-04",21075,1648,45,747,316,364,0.220873786407767,1.0508601346297681,569.4236848472005,403.69,165.73368484720055
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben","2025-10-05",25613,2325,66,966,418,514,0.2210752688172043,1.076131254989286,746.9434000000006,581.25,165.69340000000057
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben","2025-10-06",35373,3129,106,1627,622,762,0.24352828379674019,1.018778260994787,1160.153501886701,772.81,387.343501886701
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben","2025-10-07",33889,3123,119,1573,617,762,0.24399615754082613,1.06301756587202,988.7451755939013,710.46,278.2851755939013
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben","2025-10-08",40249,3383,98,1574,694,839,0.24800472953000297,1.047769042536575,1178.7945780330006,843.95,334.8445780330005
"Total","simt3jv06u3_0924_DentalImplantTrials_FB_HB_BH","simt3jv06u3","ben","2025-10-09",33286,3016,105,1633,655,830,0.27519893899204245,1.0406102479132147,1148.2708451606006,768.58,379.6908451606006
"Total","sin1r206fp_0910_DisabilityPayCanada_KnowledgeWarehouse_TJ","sin1r206fp","tj",,26324,3531,34,2517,850,1073,0.3038799207023506,1.102853073023587,175.60314552879,253.13,-77.52685447120999
"Total","sin1r206fp_0910_DisabilityPayCanada_KnowledgeWarehouse_TJ","sin1r206fp","tj","2025-10-01",4627,663,15,496,177,209,0.3152337858220211,1.0980066445182723,30.56443671432998,44.81,-14.245563285670023
